nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Grant,Bryan,57,177.9,71.7,F,non,aucun,Corse,non,non,3973,célibataire,2.0,0.15,2023-05-05,630.0,5000.0,40000.0
Carey,Loretta,51,170.3,51.4,H,oui,bac+2,Normandie,non,oui,2317,marié,,0.86,2022-09-21,592.0,,
Anderson,Emily,50,154.4,55.3,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1449,veuf,,0.06,2024-03-08,569.0,10000.0,40000.0
Torres,Tammy,64,161.6,88.9,F,non,master,Occitanie,oui,non,1980,veuf,4.0,0.54,2020-06-22,782.0,738.72,40000.0
Collins,William,24,161.6,92.3,H,non,doctorat,Île-de-France,non,oui,2393,,,0.4,2022-10-03,394.0,5000.0,40000.0
Patterson,James,48,176.3,60.8,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,4779,célibataire,,0.3,2023-04-18,,10000.0,
Benjamin,Hannah,45,175.5,74.7,H,non,doctorat,Île-de-France,non,oui,4467,marié,0.0,0.88,2021-09-11,,10000.0,
Richardson,Willie,42,177.7,89.4,F,oui,aucun,Île-de-France,oui,oui,2249,veuf,,0.32,2024-12-31,,1432.43,
Turner,Crystal,62,169.0,81.2,F,oui,bac,Hauts-de-France,oui,oui,2591,célibataire,3.0,0.76,2024-04-05,554.0,10000.0,40000.0
Cochran,Thomas,73,143.5,77.6,H,oui,bac,Bretagne,non,non,3534,divorcé,4.0,0.79,2022-05-16,,5000.0,
Rios,Jonathan,22,174.1,80.3,F,non,aucun,Normandie,non,oui,3739,célibataire,,0.82,2021-11-07,,10000.0,
Fletcher,Steven,37,185.8,81.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1817,célibataire,,0.28,2023-01-22,,5000.0,
Cuevas,Samantha,43,181.0,74.0,F,non,master,Hauts-de-France,non,oui,2028,célibataire,1.0,0.86,2022-07-09,679.0,,
Phillips,Kathleen,35,183.2,66.8,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,2857,,0.0,0.46,2024-11-25,367.0,10000.0,40000.0
Torres,William,73,172.4,73.6,F,oui,aucun,Île-de-France,non,oui,1991,marié,1.0,0.63,2024-09-18,493.0,689.74,40000.0
Brock,Kristina,29,165.5,69.8,H,non,doctorat,Corse,non,oui,2051,célibataire,,0.18,2024-11-10,746.0,10000.0,40000.0
Kidd,James,49,163.4,73.4,F,non,bac,Hauts-de-France,oui,non,2615,divorcé,,0.19,2021-12-03,636.0,,
White,Susan,48,178.3,74.1,F,non,doctorat,Normandie,oui,non,2822,divorcé,,0.71,2025-04-19,772.0,774.82,40000.0
Bennett,Jeffery,62,163.3,82.9,F,oui,aucun,Bretagne,non,non,3965,veuf,4.0,0.74,2020-07-11,,10000.0,
Nelson,April,21,181.5,70.0,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,500,divorcé,4.0,0.97,2021-09-17,,906.47,
Wright,Charles,64,179.2,86.0,H,non,bac+2,Normandie,oui,non,3692,,5.0,0.16,2024-01-14,407.0,77.05,40000.0
Sellers,Brian,51,163.7,52.7,H,non,bac+2,Île-de-France,oui,oui,898,célibataire,2.0,0.04,2020-03-18,,,
Brooks,Kayla,57,176.7,95.3,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,1776,divorcé,,0.6,2021-03-04,,,
Yates,Carol,32,165.5,56.3,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,3416,,2.0,0.54,2024-08-08,835.0,,
Murray,Brandon,28,181.5,93.7,F,oui,doctorat,Corse,oui,oui,2615,veuf,4.0,0.34,2023-03-22,,875.92,
Lowe,Melinda,40,153.8,63.3,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2225,célibataire,,0.05,2022-03-14,,,
Whitney,Nicholas,22,173.1,101.0,F,oui,aucun,Bretagne,oui,non,3400,veuf,2.0,0.93,2022-03-01,,,
Dominguez,Justin,38,175.9,89.1,F,non,master,Hauts-de-France,non,oui,3068,,,0.24,2025-04-05,692.0,,
Mcintyre,Brandon,53,170.8,67.9,F,oui,master,Auvergne-Rhône-Alpes,oui,non,3170,,4.0,0.55,2024-02-01,447.0,977.18,40000.0
Savage,Susan,71,154.2,86.5,H,oui,bac+2,Occitanie,non,oui,5409,célibataire,,0.38,2023-04-08,,10000.0,
Wilson,Russell,65,164.0,64.5,H,non,doctorat,Occitanie,oui,non,3895,célibataire,,0.01,2020-12-28,,5000.0,
Williams,Kevin,19,172.4,84.2,F,non,bac,Bretagne,oui,oui,4481,marié,,0.87,2024-02-14,,998.42,
Richardson,Randy,45,145.1,56.3,F,oui,bac,Hauts-de-France,oui,oui,3250,divorcé,0.0,0.33,2025-01-03,,,
Weber,Karen,66,184.7,74.2,H,oui,aucun,Occitanie,oui,oui,3480,,,0.16,2023-09-23,477.0,5000.0,40000.0
Cisneros,Gary,25,151.1,50.3,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,4622,célibataire,,0.85,2020-04-17,779.0,,
Smith,Roy,54,175.4,66.8,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2673,,,0.64,2024-06-24,565.0,10000.0,40000.0
Castillo,Jessica,49,153.4,82.6,H,non,aucun,Corse,non,oui,500,veuf,1.0,0.63,2024-01-26,517.0,5000.0,40000.0
Smith,Debbie,34,176.3,53.7,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,2118,,,0.99,2021-12-15,538.0,10000.0,40000.0
Pace,Kristen,47,171.4,43.6,F,oui,doctorat,Île-de-France,oui,non,2922,veuf,,0.71,2021-11-19,,5000.0,
Clark,Kenneth,53,176.8,80.2,F,non,bac+2,Hauts-de-France,oui,non,3381,,,0.45,2021-07-15,715.0,380.82,40000.0
Hernandez,Philip,47,167.6,67.9,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,1845,marié,,0.82,2021-10-26,712.0,,
Sparks,Michelle,38,150.4,64.6,H,oui,aucun,Bretagne,non,oui,1812,célibataire,,0.99,2023-05-25,370.0,5000.0,40000.0
Jones,Christopher,50,168.5,61.8,H,non,aucun,Corse,oui,oui,2858,veuf,,0.08,2022-06-15,,10000.0,
Wood,Chelsey,50,182.6,76.0,F,oui,master,Hauts-de-France,non,oui,1898,divorcé,,0.56,2022-12-28,545.0,,
Romero,Melissa,68,165.8,75.2,H,non,bac+2,Bretagne,oui,oui,2796,divorcé,1.0,0.93,2025-01-05,649.0,10000.0,40000.0
Carter,Kaitlin,23,171.3,71.9,H,non,aucun,Bretagne,oui,oui,2959,marié,,0.46,2020-11-29,830.0,,
Barrett,Gary,36,173.5,68.2,H,oui,aucun,Île-de-France,non,oui,2387,célibataire,4.0,0.4,2020-09-18,762.0,,
Carpenter,Mark,61,185.1,61.4,F,non,aucun,Île-de-France,oui,oui,2644,,,0.76,2023-12-25,,774.89,
Ware,Luis,40,163.0,61.2,F,oui,bac,Corse,non,non,2683,divorcé,,0.29,2023-03-27,529.0,10000.0,40000.0
Holmes,Christopher,34,170.6,70.4,F,oui,bac,Normandie,non,oui,3804,divorcé,4.0,0.73,2020-11-07,309.0,10000.0,40000.0
Benson,Margaret,62,188.5,59.7,F,non,aucun,Hauts-de-France,oui,non,2769,marié,,0.96,2024-09-05,,10000.0,
Cooper,Michael,75,163.1,59.0,H,oui,aucun,Bretagne,non,oui,3415,marié,,0.15,2025-02-14,355.0,1238.96,40000.0
Hughes,James,39,165.1,39.8,F,oui,master,Île-de-France,non,non,2059,divorcé,,0.64,2020-06-02,829.0,5000.0,40000.0
Campbell,Maria,25,148.7,68.1,H,non,bac,Île-de-France,oui,non,1577,veuf,,0.91,2022-12-15,402.0,1372.87,40000.0
Williamson,Shaun,53,172.1,63.9,H,oui,doctorat,Hauts-de-France,oui,oui,3085,célibataire,,0.36,2024-08-26,334.0,,
Cortez,Erica,24,179.3,78.7,H,oui,doctorat,Corse,non,non,1184,,4.0,0.89,2024-12-29,,5000.0,
Evans,Curtis,33,181.9,56.0,H,oui,doctorat,Hauts-de-France,non,non,2976,,,0.22,2024-03-31,,10000.0,
Crosby,Stephen,31,162.5,48.5,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2205,célibataire,1.0,0.19,2023-09-30,,,
Jacobs,Jamie,49,155.1,66.3,F,oui,doctorat,Hauts-de-France,non,oui,2008,célibataire,,0.73,2023-05-18,,,
Keith,Joshua,29,174.1,60.9,H,oui,doctorat,Bretagne,oui,oui,2278,célibataire,,0.7,2020-02-16,658.0,837.7,40000.0
Choi,Deanna,19,186.8,79.7,H,non,master,Bretagne,non,non,1984,veuf,0.0,0.83,2020-08-27,,5000.0,
Stevens,Christopher,18,175.0,52.9,H,oui,bac,Normandie,non,oui,3754,divorcé,5.0,0.38,2024-09-18,709.0,10000.0,40000.0
Dixon,Stephen,33,175.0,83.3,H,non,bac,Bretagne,oui,oui,3464,,5.0,0.34,2021-11-04,,,
Johnson,Kenneth,55,174.1,78.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3379,célibataire,,0.67,2021-01-29,,5000.0,
Butler,Richard,21,162.1,66.5,F,non,master,Île-de-France,non,oui,1020,célibataire,3.0,0.42,2021-12-27,,10000.0,
Cox,Rita,19,161.6,72.0,H,oui,aucun,Corse,non,oui,1306,divorcé,3.0,0.32,2025-05-01,,,
Ellis,Allison,75,166.0,56.2,F,oui,bac+2,Île-de-France,oui,oui,2856,marié,,0.58,2023-09-02,412.0,10000.0,40000.0
Mcmillan,Eric,75,174.1,71.5,H,oui,aucun,Bretagne,oui,oui,2407,,,0.82,2022-04-17,549.0,10000.0,40000.0
Mays,Cheryl,25,161.8,90.7,H,oui,bac+2,Corse,non,oui,2826,,4.0,0.59,2022-11-02,,5000.0,
Thomas,Suzanne,35,165.4,90.0,F,non,aucun,Normandie,oui,non,2326,divorcé,,0.62,2025-03-27,,,
Lucas,Victor,32,169.6,56.7,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,500,veuf,2.0,0.58,2024-04-09,560.0,5000.0,40000.0
Hernandez,Mark,56,176.9,58.0,H,oui,aucun,Corse,oui,non,1021,divorcé,2.0,0.3,2020-10-16,,5000.0,
Arnold,Curtis,68,183.1,66.4,F,oui,bac,Hauts-de-France,oui,oui,2116,divorcé,3.0,0.79,2022-06-02,822.0,1372.73,40000.0
Braun,Tony,50,171.2,75.1,H,oui,aucun,Normandie,non,non,2189,,,0.84,2022-10-02,847.0,10000.0,40000.0
Murphy,Amy,39,180.9,62.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1753,veuf,,0.22,2025-05-24,489.0,5000.0,40000.0
Howard,Jacob,53,161.6,90.7,F,oui,master,Corse,non,oui,3627,,,0.7,2022-09-28,793.0,10000.0,40000.0
Lee,Joshua,32,176.2,81.1,H,oui,doctorat,Bretagne,oui,oui,1822,célibataire,,0.41,2020-01-09,682.0,10000.0,40000.0
Mills,Taylor,42,167.7,56.0,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,3304,marié,0.0,0.07,2023-06-06,,5000.0,
Hernandez,Shawn,72,179.9,55.7,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,758,marié,1.0,0.23,2022-08-02,,10000.0,
Martinez,Jimmy,18,164.9,81.3,F,non,doctorat,Occitanie,oui,oui,1497,célibataire,1.0,0.95,2022-05-12,,793.72,
Wong,Ashley,67,166.8,53.4,H,oui,bac,Bretagne,non,non,3676,célibataire,0.0,0.55,2020-07-16,,,
Parker,David,48,144.3,90.1,H,non,bac,Auvergne-Rhône-Alpes,non,oui,3393,marié,3.0,0.44,2024-08-09,,10000.0,
Schultz,James,54,171.0,49.0,H,non,doctorat,Occitanie,oui,oui,3031,,,0.64,2024-03-25,494.0,10000.0,40000.0
Thomas,Lisa,21,163.9,51.0,F,non,master,Corse,non,non,500,divorcé,5.0,0.46,2022-11-14,,5000.0,
Brandt,Suzanne,66,172.1,54.1,F,oui,aucun,Occitanie,oui,oui,2272,marié,0.0,0.5,2024-12-06,,,
Mcclain,Michael,69,174.3,65.2,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,2982,divorcé,,0.9,2022-09-11,393.0,10000.0,40000.0
Gill,Michael,53,173.7,53.4,F,oui,doctorat,Île-de-France,oui,oui,1891,divorcé,0.0,0.95,2021-11-15,339.0,,
Ferguson,Erica,56,169.3,69.5,H,oui,bac,Île-de-France,oui,oui,2457,divorcé,,0.16,2024-08-21,835.0,5000.0,40000.0
Coleman,Lisa,39,146.9,80.7,F,non,doctorat,Corse,oui,non,1577,marié,2.0,0.55,2023-02-22,351.0,10000.0,40000.0
Stewart,Brad,42,178.5,66.9,F,non,bac+2,Normandie,oui,oui,3287,célibataire,5.0,0.05,2024-04-23,,10000.0,
Rivera,Jessica,38,175.7,78.0,F,non,doctorat,Normandie,oui,non,1607,divorcé,,0.03,2022-07-07,,,
Lee,Amanda,19,168.3,89.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2731,divorcé,,0.2,2020-09-30,,,
Rowe,Paul,28,161.4,68.9,H,oui,doctorat,Hauts-de-France,non,non,4706,,2.0,0.88,2024-10-01,,10000.0,
Spencer,Lori,41,169.5,89.0,F,oui,bac,Occitanie,oui,oui,5096,veuf,3.0,0.68,2020-07-18,,,
Hopkins,Rebecca,71,174.0,61.0,H,non,doctorat,Occitanie,non,oui,1049,marié,,0.64,2021-11-08,772.0,5000.0,40000.0
Henry,Joseph,54,184.7,65.4,H,oui,aucun,Hauts-de-France,oui,non,1503,marié,,0.15,2024-07-20,,5000.0,
Allison,Brian,55,168.1,71.5,H,non,master,Hauts-de-France,non,non,1001,veuf,2.0,0.25,2024-04-05,,5000.0,
Wright,Eric,36,171.6,56.2,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1818,divorcé,,0.97,2021-07-10,369.0,777.03,40000.0
Mills,Joanna,37,163.6,54.1,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,3952,,1.0,0.84,2022-07-30,,5000.0,
Robertson,Scott,18,168.7,76.6,F,oui,aucun,Corse,oui,oui,3880,veuf,2.0,0.3,2025-05-22,,10000.0,
Mercado,Jonathan,74,171.7,96.0,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2786,,2.0,0.19,2022-09-14,,,
Mack,Ashley,48,177.8,70.8,F,non,doctorat,Île-de-France,oui,non,2868,divorcé,5.0,0.97,2021-03-28,,,
Hogan,William,43,160.7,85.0,H,oui,aucun,Hauts-de-France,oui,oui,3191,,3.0,0.36,2022-10-01,,5000.0,
House,Marie,73,168.4,81.9,H,oui,bac,Corse,oui,oui,3144,divorcé,,0.42,2024-09-24,,5000.0,
Torres,Kevin,25,176.5,36.3,F,non,aucun,Bretagne,oui,non,500,,,0.6,2023-10-22,,10000.0,
Horne,Jake,75,167.6,93.6,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,5229,marié,,0.66,2021-09-10,406.0,,
Mcdowell,Brianna,40,174.2,69.1,H,non,bac,Hauts-de-France,oui,non,2611,veuf,1.0,0.43,2024-03-28,,5000.0,
Miller,Lisa,42,172.5,45.3,H,non,aucun,Bretagne,non,oui,1287,,,0.46,2022-04-22,787.0,,
Joseph,Edward,30,174.6,95.8,H,non,master,Hauts-de-France,oui,oui,2648,divorcé,,0.96,2021-06-14,,1081.2,
Murphy,Brandon,59,166.7,47.1,H,oui,doctorat,Bretagne,non,non,3155,,,0.3,2022-12-15,,1027.21,
Mack,Scott,57,181.5,89.4,H,non,aucun,Hauts-de-France,oui,non,4310,,3.0,0.48,2024-09-02,,,
Levy,Mark,75,178.9,54.5,H,non,bac,Île-de-France,oui,oui,2041,,2.0,0.58,2024-11-03,,,
Hill,Joshua,61,167.6,69.9,H,non,bac,Hauts-de-France,non,oui,500,célibataire,1.0,0.01,2021-05-13,707.0,5000.0,40000.0
Hobbs,John,53,160.7,76.1,F,oui,aucun,Île-de-France,oui,oui,500,célibataire,,0.47,2024-02-11,,,
Gibbs,Michael,56,168.4,67.2,F,oui,aucun,Île-de-France,oui,oui,3934,marié,,0.12,2021-06-16,,754.78,
Green,Cynthia,72,158.2,90.0,H,non,aucun,Auvergne-Rhône-Alpes,non,non,823,célibataire,,0.96,2022-07-29,,,
Smith,Jason,22,162.3,52.1,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1192,marié,4.0,0.01,2020-01-02,,10000.0,
Jackson,Meagan,21,180.2,76.5,F,non,aucun,Bretagne,oui,oui,2446,veuf,,0.38,2023-12-22,697.0,5000.0,40000.0
White,Benjamin,27,173.4,59.7,F,oui,bac,Occitanie,oui,oui,3521,divorcé,3.0,0.36,2025-03-15,,828.05,
Willis,Andrew,26,156.1,73.8,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,500,divorcé,1.0,0.53,2022-10-19,,10000.0,
Kramer,Monica,43,154.7,65.1,F,oui,aucun,Corse,non,non,2395,,,0.83,2023-08-10,,10000.0,
Crawford,Donna,42,162.7,57.2,H,oui,bac+2,Normandie,non,oui,3498,marié,3.0,0.81,2020-12-28,671.0,5000.0,40000.0
Anderson,Crystal,36,169.5,88.1,H,non,bac+2,Occitanie,oui,oui,2814,divorcé,,0.83,2021-03-04,503.0,599.78,40000.0
King,Jill,33,165.1,86.1,H,non,doctorat,Hauts-de-France,oui,non,1651,marié,,0.15,2024-04-14,334.0,1104.02,40000.0
Short,William,34,155.5,56.6,F,oui,master,Auvergne-Rhône-Alpes,non,oui,1508,veuf,0.0,0.14,2024-10-11,762.0,5000.0,40000.0
Miller,Derek,50,166.2,63.6,H,non,aucun,Hauts-de-France,oui,oui,1002,veuf,,0.97,2022-09-26,,5000.0,
Fowler,Samantha,56,170.6,66.1,F,non,bac+2,Corse,non,oui,3443,veuf,3.0,0.43,2023-02-06,,10000.0,
Wood,Charles,48,176.6,75.4,F,oui,aucun,Île-de-France,non,oui,2707,marié,3.0,0.46,2021-10-29,673.0,10000.0,40000.0
Padilla,Erin,70,162.4,59.7,H,oui,bac+2,Normandie,non,non,1441,veuf,,0.75,2024-02-12,672.0,,
Olsen,Amy,44,154.9,54.0,H,oui,master,Normandie,non,non,4081,,,0.98,2021-11-15,568.0,10000.0,40000.0
Bass,Steven,45,164.6,70.6,H,oui,bac+2,Corse,oui,oui,2157,célibataire,,0.06,2021-12-21,375.0,5000.0,40000.0
Chapman,Cynthia,36,153.5,79.2,F,non,doctorat,Hauts-de-France,non,oui,4791,divorcé,5.0,0.08,2024-12-02,,10000.0,
Barnett,Guy,20,181.5,47.8,F,oui,master,Hauts-de-France,non,non,1205,,1.0,0.52,2022-11-29,833.0,999.73,40000.0
Wright,Jenny,51,179.6,67.2,H,oui,bac,Corse,non,non,1280,veuf,0.0,0.57,2022-03-08,,10000.0,
Johnson,Michelle,75,171.0,71.7,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1846,,3.0,0.32,2024-09-28,569.0,,
Torres,Erin,57,168.7,95.5,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,517,marié,4.0,0.78,2024-07-27,,10000.0,
Arroyo,Don,34,163.9,54.4,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1214,veuf,,0.17,2025-03-04,848.0,727.48,40000.0
Meyer,Henry,57,186.0,55.6,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3578,veuf,,0.49,2023-10-06,,5000.0,
Weaver,Amber,39,180.9,77.4,F,non,bac,Corse,oui,oui,2605,divorcé,3.0,0.54,2023-06-24,501.0,468.99,40000.0
Taylor,Brittany,70,168.9,77.7,F,non,master,Hauts-de-France,oui,non,1476,célibataire,3.0,0.57,2021-02-18,650.0,157.07,40000.0
Kline,Taylor,18,169.0,57.2,H,non,doctorat,Île-de-France,oui,oui,2847,célibataire,,0.85,2020-07-17,,,
Green,Marc,55,167.1,40.2,H,oui,doctorat,Occitanie,oui,non,3955,,,0.49,2021-07-21,431.0,,
Hayes,Stephen,67,168.6,48.7,H,non,master,Auvergne-Rhône-Alpes,oui,oui,1417,célibataire,,0.64,2024-01-22,705.0,1227.85,40000.0
Beck,Christine,26,162.0,87.8,H,non,bac,Normandie,non,oui,3121,,2.0,0.41,2022-05-28,,,
Cook,Alexis,37,171.8,58.6,F,oui,master,Hauts-de-France,non,non,2167,,3.0,0.94,2023-08-09,838.0,,
Jensen,Randall,26,174.4,54.8,F,non,aucun,Normandie,non,oui,2513,veuf,,0.16,2020-11-12,406.0,,
Walters,Christopher,28,158.9,79.2,F,non,master,Île-de-France,oui,non,3869,célibataire,,0.46,2021-12-06,,437.94,
Morales,Kathy,22,174.7,78.3,F,oui,aucun,Occitanie,oui,oui,1463,célibataire,2.0,0.88,2023-12-11,367.0,5000.0,40000.0
Booker,Karen,45,147.1,74.3,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,1225,marié,3.0,0.44,2025-05-25,,206.52,
Carpenter,Cindy,37,189.1,64.2,H,oui,bac+2,Bretagne,oui,oui,1436,veuf,0.0,0.27,2025-04-22,,10000.0,
Myers,Anna,19,169.3,76.1,H,oui,bac+2,Corse,non,oui,2407,divorcé,,0.84,2021-01-29,577.0,10000.0,40000.0
Miller,Robert,58,165.5,86.1,F,non,bac,Auvergne-Rhône-Alpes,non,oui,3172,veuf,2.0,0.37,2023-07-28,,10000.0,
Wilson,Jennifer,55,164.9,50.8,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,1716,veuf,,1.0,2021-03-20,,5000.0,
Rivera,Linda,69,178.8,67.5,F,non,master,Corse,oui,non,500,marié,3.0,0.05,2020-01-13,804.0,10000.0,40000.0
Scott,Matthew,47,179.9,97.5,H,non,master,Occitanie,non,non,1968,veuf,,0.02,2023-07-27,,10000.0,
Chang,Elizabeth,48,165.1,83.0,F,oui,doctorat,Normandie,oui,oui,2254,,,0.65,2025-02-20,,10000.0,
Morales,Crystal,69,175.2,84.8,H,non,bac,Bretagne,oui,oui,3439,célibataire,2.0,0.58,2020-04-24,,1172.14,
Lewis,Keith,29,170.8,54.3,F,non,aucun,Occitanie,oui,oui,1555,veuf,2.0,0.22,2021-11-15,,10000.0,
Golden,Anita,26,190.1,85.2,H,non,doctorat,Bretagne,oui,oui,2009,divorcé,0.0,0.1,2024-02-18,,5000.0,
Boone,Christopher,67,171.2,60.1,F,oui,doctorat,Occitanie,oui,non,2432,célibataire,,0.38,2020-02-08,,1057.96,
Fox,Bernard,35,169.3,42.9,F,non,aucun,Île-de-France,oui,oui,500,célibataire,,0.54,2024-05-26,,,
Morales,Krista,73,148.2,74.9,H,non,bac+2,Bretagne,oui,non,1174,célibataire,,0.65,2023-01-09,343.0,5000.0,40000.0
Jimenez,Brenda,69,153.1,72.8,F,oui,aucun,Corse,non,oui,4851,,5.0,0.64,2024-02-18,444.0,920.89,40000.0
Nguyen,Eric,52,191.7,84.9,H,oui,aucun,Normandie,oui,oui,2208,veuf,,0.56,2021-02-28,,,
Jackson,Samantha,49,164.6,68.2,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,1441,veuf,0.0,0.02,2024-04-03,809.0,5000.0,40000.0
Wilson,Douglas,24,182.5,95.2,H,non,aucun,Corse,oui,oui,3181,divorcé,,0.76,2024-11-14,381.0,5000.0,40000.0
Acosta,Brianna,53,153.2,69.8,F,oui,bac+2,Normandie,non,oui,606,célibataire,5.0,0.03,2024-02-15,,828.49,
Valdez,Kimberly,30,180.2,72.0,H,non,master,Corse,oui,oui,1636,,2.0,0.39,2022-04-26,667.0,,
Stevens,Richard,44,171.4,88.1,F,oui,master,Normandie,oui,oui,4855,divorcé,,0.08,2021-09-18,399.0,1154.18,40000.0
Zimmerman,Sean,75,187.0,69.8,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,1724,célibataire,,0.97,2023-05-23,,,
Ramos,Megan,34,167.6,81.5,H,oui,bac,Corse,oui,oui,3592,veuf,0.0,0.6,2022-07-04,438.0,,
Lane,Jerry,59,168.6,66.6,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3223,veuf,3.0,0.55,2024-04-22,483.0,1075.77,40000.0
Nelson,Nathan,22,185.0,68.2,F,oui,bac+2,Normandie,non,oui,4039,,,0.64,2024-11-23,705.0,804.93,40000.0
Silva,Diana,64,158.2,80.6,F,non,doctorat,Corse,oui,oui,3427,marié,3.0,0.27,2023-01-29,768.0,5000.0,40000.0
Garcia,Ronald,45,174.6,61.6,H,oui,bac+2,Corse,non,non,2541,célibataire,,0.77,2023-12-20,504.0,,
Banks,Amanda,69,158.6,72.7,H,oui,bac,Bretagne,oui,oui,2618,marié,,0.89,2020-07-28,404.0,10000.0,40000.0
Browning,Jennifer,62,175.4,55.5,F,non,aucun,Occitanie,non,oui,1400,divorcé,5.0,0.49,2022-11-13,343.0,5000.0,40000.0
Johnson,Charlene,36,159.5,73.0,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2570,divorcé,1.0,0.83,2021-05-03,591.0,10000.0,40000.0
Martin,Anna,54,158.7,33.0,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,3194,veuf,,0.69,2022-02-11,,10000.0,
Blake,Pamela,55,173.4,62.7,H,oui,aucun,Bretagne,oui,oui,2856,veuf,4.0,0.1,2023-11-19,,,
Escobar,Travis,58,147.9,91.7,F,oui,master,Normandie,non,non,1850,veuf,,0.67,2021-07-31,,5000.0,
Thomas,Edward,35,168.8,91.4,F,oui,bac,Île-de-France,oui,non,1810,divorcé,0.0,0.29,2024-09-06,432.0,5000.0,40000.0
Smith,Michael,44,180.9,27.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3023,célibataire,5.0,0.55,2022-04-13,,5000.0,
Roman,Samantha,36,162.3,66.3,H,non,bac+2,Bretagne,non,non,4232,célibataire,0.0,0.04,2024-10-20,314.0,517.85,40000.0
Berry,Joshua,64,189.3,53.9,H,oui,bac+2,Hauts-de-France,oui,oui,2579,marié,5.0,0.72,2020-07-01,,451.15,
Wong,Norman,61,178.1,80.8,H,oui,master,Occitanie,oui,non,3971,divorcé,,0.32,2023-04-30,,10000.0,
Martin,Kevin,58,168.7,78.1,F,non,bac,Hauts-de-France,non,non,500,,1.0,0.8,2024-03-20,,,
Mejia,William,72,145.9,72.7,H,non,bac+2,Normandie,oui,oui,2590,veuf,0.0,0.31,2022-08-04,,5000.0,
Ward,Heather,68,169.3,64.9,H,non,master,Île-de-France,non,oui,3181,célibataire,,0.74,2020-10-02,,754.65,
Mathews,Joseph,20,174.2,64.2,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,1568,veuf,,0.89,2020-09-02,,5000.0,
Hart,Jessica,45,174.8,77.9,H,non,aucun,Hauts-de-France,oui,oui,988,célibataire,4.0,0.59,2023-11-30,684.0,,
Davis,Heather,24,180.7,79.4,H,oui,bac,Occitanie,non,non,500,célibataire,3.0,0.49,2020-03-01,821.0,608.7,40000.0
Martin,Amber,64,171.3,71.2,H,oui,doctorat,Normandie,oui,oui,2932,célibataire,5.0,0.43,2022-03-18,360.0,10000.0,40000.0
Barker,Devin,21,154.7,76.6,H,non,bac,Hauts-de-France,oui,oui,3047,,,0.78,2021-04-17,,,
Stout,Kristina,36,169.5,110.3,H,non,master,Occitanie,non,oui,2016,célibataire,4.0,0.81,2025-02-28,,,
Williams,Benjamin,71,164.2,86.4,F,oui,bac,Bretagne,non,non,1969,célibataire,,0.52,2021-08-25,,10000.0,
Stein,Kenneth,75,162.8,51.6,F,non,bac+2,Normandie,non,non,3126,marié,0.0,0.75,2024-04-10,,,
Hood,Mariah,70,180.9,60.7,F,oui,aucun,Bretagne,oui,oui,4078,célibataire,3.0,0.39,2022-11-12,730.0,277.21,40000.0
